StkNmS,Year, Total_Catch ,Total_ER, Spawn_Escape , Total_Run 
Stk4,1962,NA,#VALUE!,NA,NA
Stk4,1963,616,58.5551331,436,1052
Stk4,1964,359,71.0891089,146,505
Stk4,1965,NA,#VALUE!,NA,NA
Stk4,1966,NA,#VALUE!,NA,NA
Stk4,1967,7731,89.4067307,916,8647
Stk4,1968,2701,73.8987688,954,3655
Stk4,1969,203,79.6078431,52,255
Stk4,1970,36,80,9,45
Stk4,1971,13908,91.4939807,1293,15201
Stk4,1972,12915,86.9931295,1931,14846
Stk4,1973,853,80.6238185,205,1058
Stk4,1974,600,81.0810811,140,740
Stk4,1975,11402,74.0053223,4005,15407
Stk4,1976,25100,85.9883522,4090,29190
Stk4,1977,1393,78.968254,371,1764
Stk4,1978,429,80.0373134,107,536
Stk4,1979,42318,71.8569585,16574,58892
Stk4,1980,14856,63.7788177,8437,23293
Stk4,1981,7782,78.8369973,2089,9871
Stk4,1982,4156,78.5930408,1132,5288
Stk4,1983,4107,45.2113606,4977,9084
Stk4,1984,33488,75.0936204,11107,44595
Stk4,1985,3198,66.6805671,1598,4796
Stk4,1986,4285,41.5656223,6024,10309
Stk4,1987,21198,56.0334118,16633,37831
Stk4,1988,18995,41.3636166,26927,45922
Stk4,1989,25958,86.6826955,3988,29946
Stk4,1990,31598,72.7059365,11862,43460
Stk4,1991,47947,69.9945986,20554,68501
Stk4,1992,40402,71.3161053,9357,56652
Stk4,1993,12728,62.2974891,7703,20431
Stk4,1994,4526,22.1786642,5959,20407
Stk4,1995,7093,38.4548658,11352,18445
Stk4,1996,13359,29.2716596,32279,45638
Stk4,1997,29422,81.6031064,9000,36055
Stk4,1998,3616,19.1840416,8750,18849
Stk4,1999,13938,33.953715,5697,41050
Stk4,2000,4220,29.3626496,10152,14372
Stk4,2001,1470,18.1750742,6618,8088
Stk4,2002,4630,39.1444031,7198,11828
Stk4,2003,17089.05366,50.014897,9087,34167.92733
Stk4,2004,40427.44646,58.3947894,2718,69231.25654
Stk4,2005,3237.807041,23.3216307,4220,13883.27895
Stk4,2006,25006.09059,36.52657,11117,68460.00211
Stk4,2007,6633.999121,33.639272,11212,19720.99489
Stk4,2008,3246.992522,31.8709647,2270,10187.93299
Stk4,2009,149.5303755,9.2759031,1170,1612.030376
Stk4,2010,8843.708177,42.4538437,10669,20831.34863
Stk4,2011,6057.93005,35.550915,9884,17040.15227
Stk5,1952,22956,76.4537401,7070,30026
Stk5,1953,516,87.4576271,74,590
Stk5,1954,255,85,45,300
Stk5,1955,546,87.6404494,77,623
Stk5,1956,29536,79.0938061,7807,37343
Stk5,1957,7577,89.478035,891,8468
Stk5,1958,357,85.4066986,61,418
Stk5,1959,1847,76.0395224,582,2429
Stk5,1960,9154,62.8406673,5413,14567
Stk5,1961,1997,88.9532294,248,2245
Stk5,1962,269,62.8504673,159,428
Stk5,1963,4861,54.1675953,4113,8974
Stk5,1964,63833,76.6956229,19396,83229
Stk5,1965,12071,88.0259608,1642,13713
Stk5,1966,343,84.0686275,65,408
Stk5,1967,5631,83.1880632,1138,6769
Stk5,1968,89966,89.7774673,10244,100210
Stk5,1969,2031,72.3290598,777,2808
Stk5,1970,250,76.2195122,78,328
Stk5,1971,4650,91.607565,426,5076
Stk5,1972,70311,89.41552,8323,78634
Stk5,1973,3164,79.9191715,795,3959
Stk5,1974,252,78.2608696,70,322
Stk5,1975,5739,74.32975,1982,7721
Stk5,1976,110904,86.5686787,17207,128111
Stk5,1977,7186,73.5667486,2582,9768
Stk5,1978,5049,95.1384963,258,5307
Stk5,1979,12060,75.9063444,3828,15888
Stk5,1980,42747,63.0161421,25088,67835
Stk5,1981,14761,75.9662395,4670,19431
Stk5,1982,3492,78.9687924,930,4422
Stk5,1983,8716,54.136646,7384,16100
Stk5,1984,48054,62.4459085,28899,76953
Stk5,1985,11342,71.2437186,4578,15920
Stk5,1986,5207,59.3119945,3572,8779
Stk5,1987,17657,65.2175519,9417,27074
Stk5,1988,70366,60.9947644,44998,115364
Stk5,1989,118946,87.4783044,17026,135972
Stk5,1990,25782,82.751316,5374,31156
Stk5,1991,13996,60.4448283,9159,23155
Stk5,1992,251822,81.4096409,41747,309327
Stk5,1993,25061,58.2637807,17952,43013
Stk5,1994,15911,73.3225806,3396,21700
Stk5,1995,13898,65.932919,7181,21079
Stk5,1996,77213,43.571223,99998,177211
Stk5,1997,41734,66.7178233,6498,62553
Stk5,1998,9355,27.8464057,7248,33595
Stk5,1999,7163,21.4089306,4507,33458
Stk5,2000,100904,53.2331668,88647,189551
Stk5,2001,7207,35.8058426,12921,20128
Stk5,2002,2843,56.6786284,2173,5016
Stk5,2003,18884.50064,49.316367,9811,38292.56249
Stk5,2004,45440.08138,50.6957634,9606,89632.89694
Stk5,2005,10866.82594,22.8997742,15150,47453.85622
Stk5,2006,6428.659432,36.52657,2858,17599.95377
Stk5,2007,1584.23211,34.6346719,2555,4574.121893
Stk5,2008,14081.25969,34.7680415,14838,40500.5835
Stk5,2009,2644.467653,11.8054127,9878,22400.46765
Stk5,2010,6594.750253,25.6554623,15766,25705.05328
Stk5,2011,36370.41191,30.2682151,55860,120160.4119
Stk6,1952,156143,76.1517153,48899,205042
Stk6,1953,82979,81.3503657,19023,102002
Stk6,1954,88300,83.3616555,17624,105924
Stk6,1955,78855,81.4575693,17950,96805
Stk6,1956,86399,72.9148557,32094,118493
Stk6,1957,32243,72.3294002,12335,44578
Stk6,1958,41000,79.7960336,10381,51381
Stk6,1959,75789,82.8114073,15731,91520
Stk6,1960,90251,78.6425702,24510,114761
Stk6,1961,34848,75.7466417,11158,46006
Stk6,1962,23684,58.8217763,16580,40264
Stk6,1963,12277,49.1926113,12680,24957
Stk6,1964,32640,70.3508923,13756,46396
Stk6,1965,47268,87.1556588,6966,54234
Stk6,1966,79290,79.1854752,20842,100132
Stk6,1967,112147,91.601663,10282,122429
Stk6,1968,85279,83.3885809,16988,102267
Stk6,1969,133704,84.20867,25073,158777
Stk6,1970,42143,86.3851594,6642,48785
Stk6,1971,61738,79.9818629,15452,77190
Stk6,1972,68429,83.612126,13412,81841
Stk6,1973,64649,84.4599185,11895,76544
Stk6,1974,53095,72.0655302,20581,73676
Stk6,1975,84814,67.9958953,39920,124734
Stk6,1976,167567,82.1036591,36525,204092
Stk6,1977,46872,77.188591,13852,60724
Stk6,1978,46128,65.0478044,24786,70914
Stk6,1979,108310,74.260209,37542,145852
Stk6,1980,18387,51.8118801,17101,35488
Stk6,1981,81489,76.2891327,25327,106816
Stk6,1982,21476,71.1502783,8708,30184
Stk6,1983,11037,39.5747427,16852,27889
Stk6,1984,29508,65.1318839,15797,45305
Stk6,1985,5608,61.1692845,3560,9168
Stk6,1986,6997,19.3426218,29177,36174
Stk6,1987,18000,56.8954073,13637,31637
Stk6,1988,31165,45.2243441,37747,68912
Stk6,1989,47121,74.6081257,16037,63158
Stk6,1990,11511,48.5429933,12202,23713
Stk6,1991,18459,45.0670182,22500,40959
Stk6,1992,8049,46.8564443,9129,17178
Stk6,1993,41340,64.4176081,22835,64175
Stk6,1994,4908,34.0644087,9500,14408
Stk6,1995,3824,41.012441,5500,9324
Stk6,1996,11980,19.3048327,50077,62057
Stk6,1997,51150,58.8282652,35798,86948
Stk6,1998,14365,15.7419482,76888,91253
Stk6,1999,3205,8.1797764,35977,39182
Stk6,2000,23218,35.2557094,42638,65856
Stk6,2001,10456,7.3666486,131481,141937
Stk6,2002,29090,24.3696071,90280,119370
Stk6,2003,45170.829,36.6052606,78229,123399.829
Stk6,2004,96219.98944,60.1416321,60942,159988.9894
Stk6,2005,14917.75486,19.3863579,62047,76949.75486
Stk6,2006,30049.29901,43.6348922,38816,68865.29901
Stk6,2007,2720.875472,6.1074817,41829,44549.87547
Stk6,2008,2321.893827,10.4493061,16921,22220.55514
Stk6,2009,1753.099862,5.3469196,31034,32787.09986
Stk6,2010,2755.051538,14.0757384,16818,19573.05154
Stk6,2011,9883.241522,15.0018295,55997,65880.24152
Stk3,1952,1233243,71.7490639,485585,1718828
Stk3,1953,625442,75.7071803,200691,826133
Stk3,1954,206990,85.7861625,34296,241286
Stk3,1955,545322,81.8201051,121167,666489
Stk3,1956,1211901,65.1977855,646906,1858807
Stk3,1957,454525,76.6498198,138464,592989
Stk3,1958,613128,83.6017895,120104,733391
Stk3,1959,1008990,68.5431881,463060,1472050
Stk3,1960,2027062,82.6155604,426546,2453608
Stk3,1961,120097,75.4387618,39101,159198
Stk3,1962,221334,74.013115,77713,299047
Stk3,1963,1226460,55.1294539,998231,2224691
Stk3,1964,742658,69.3431311,238272,1070990
Stk3,1965,105319,74.8780696,35335,140654
Stk3,1966,767065,78.5376847,209619,976684
Stk3,1967,952424,84.4992499,174715,1127139
Stk3,1968,1456128,77.8682239,413862,1869990
Stk3,1969,281061,79.8552689,70902,351963
Stk3,1970,625901,82.2159522,135388,761289
Stk3,1971,1892932,92.3325163,157193,2050125
Stk3,1972,1822189,76.4072124,562650,2384839
Stk3,1973,391785,87.557547,55675,447460
Stk3,1974,549133,83.3081244,110026,659159
Stk3,1975,537834,68.735854,244631,782465
Stk3,1976,1603656,80.6649343,384390,1988046
Stk3,1977,267369,83.8938936,51330,318699
Stk3,1978,528871,78.2685844,146842,675713
Stk3,1979,1173029,81.9486244,258391,1431420
Stk3,1980,1216895,70.2542129,497759,1732131
Stk3,1981,191304,84.7062574,34540,225844
Stk3,1982,924783,78.7477615,249578,1174361
Stk3,1983,1320172,77.5201482,382833,1703005
Stk3,1984,3429042,85.5288845,580179,4009221
Stk3,1985,622624,89.6379062,71975,694599
Stk3,1986,1087873,78.7356958,293804,1381677
Stk3,1987,1485559,77.9177205,421015,1906574
Stk3,1988,486030,57.2191109,363389,849419
Stk3,1989,463837,87.9782177,63381,527218
Stk3,1990,3796445,82.1335652,825837,4622282
Stk3,1991,3329774,76.2396248,1037737,4367511
Stk3,1992,2706701,80.6125023,511267,3357669
Stk3,1993,2776092,83.3331432,555226,3331318
Stk3,1994,1944427,77.6831455,450745,2503023
Stk3,1995,781142,59.3707841,534559,1315701
Stk3,1996,1049979,51.8680273,974349,2024328
Stk3,1997,2483534,71.5847673,985827,3469361
Stk3,1998,653197,34.4416546,879017,1896532
Stk3,1999,154098,13.7272631,891922,1122569
Stk3,2000,640695,45.7758303,758941,1399636
Stk3,2001,183397,21.5209228,668783,852180
Stk3,2002,263625,40.7811101,382814,646439
Stk3,2003,850132.6513,54.5477291,608321,1558511.538
Stk3,2004,342192.3487,62.6025858,91909,546610.5666
Stk3,2005,347911.7088,32.4849316,535967,1070994.123
Stk3,2006,691171.7573,54.1988902,468947,1275250.757
Stk3,2007,131371.2947,30.0466594,305853,437224.2947
Stk3,2008,180728.2355,40.5839946,249863,445318.991
Stk3,2009,37106.40642,12.212878,213379,303830.1564
Stk3,2010,1796999.685,39.3993862,2459946,4560983.955
Stk3,2011,667785.7129,39.6011653,916643,1686277.935
Stk2,1952,152847,79.1006619,40384,193231
Stk2,1953,153270,78.4374936,42134,195404
Stk2,1954,768250,84.4129659,141859,910109
Stk2,1955,333029,86.5531957,51739,384768
Stk2,1956,156838,80.3160655,38438,195276
Stk2,1957,134364,77.7182652,38522,172886
Stk2,1958,1045691,90.283692,112251,1158228
Stk2,1959,591155,88.1715539,79305,670460
Stk2,1960,208611,84.2903378,38880,247491
Stk2,1961,123215,72.4461718,46863,170078
Stk2,1962,206604,62.4013483,124485,331089
Stk2,1963,392339,73.8683155,138794,531133
Stk2,1964,135153,79.5836891,30692,169825
Stk2,1965,118816,75.1044557,39385,158201
Stk2,1966,480568,82.5580616,101529,582097
Stk2,1967,639383,87.4832903,91480,730863
Stk2,1968,153768,83.507842,30368,184136
Stk2,1969,188858,79.3291021,49211,238069
Stk2,1970,302891,86.8659088,45797,348688
Stk2,1971,514952,92.8438653,39691,554643
Stk2,1972,107550,74.5580589,36700,144250
Stk2,1973,209162,87.3087166,30404,239566
Stk2,1974,204916,83.2338856,41277,246193
Stk2,1975,336948,65.6960863,175941,512889
Stk2,1976,560492,78.8064553,150734,711226
Stk2,1977,97400,80.7648615,23197,120597
Stk2,1978,232932,79.8177021,58898,291830
Stk2,1979,1562201,84.3410395,290042,1852243
Stk2,1980,209931,73.8504564,72050,284265
Stk2,1981,214818,90.7768631,21826,236644
Stk2,1982,375573,84.3997546,69420,444993
Stk2,1983,405087,76.8988513,121692,526779
Stk2,1984,620143,91.0502129,60957,681100
Stk2,1985,411292,90.714637,42099,453391
Stk2,1986,283926,78.6274276,77177,361103
Stk2,1987,933163,81.5525131,211085,1144248
Stk2,1988,535460,59.2850278,367736,903196
Stk2,1989,320910,88.1405371,43179,364089
Stk2,1990,382274,80.243244,94120,476394
Stk2,1991,378654,79.7891978,95914,474568
Stk2,1992,513744,79.2302508,98087,648419
Stk2,1993,461255,83.5113683,91071,552326
Stk2,1994,647085,67.6814765,138026,956074
Stk2,1995,273950.6402,65.9226683,141613,415563.6402
Stk2,1996,438501,56.82538,333163,771664
Stk2,1997,146608,72.5958277,55343,201951
Stk2,1998,261582,31.3241095,185592,835082
Stk2,1999,49597,22.8878244,138182,216696
Stk2,2000,319583,46.1799118,372456,692039
Stk2,2001,92703,37.8390403,152290,244993
Stk2,2002,236951,42.2313079,324128,561079
Stk2,2003,170607.2489,61.4115862,78266,277809.5463
Stk2,2004,434346.1012,64.0574396,87669,678057.2311
Stk2,2005,97808.56016,35.7620019,175690,273498.5602
Stk2,2006,174577.9409,55.9154373,149142,312217.7871
Stk2,2007,17365.00452,29.4461833,41607,58972.00452
Stk2,2008,67653.44731,29.5977333,160923,228576.4473
Stk2,2009,4760.974007,12.0524202,27793,39502.22401
Stk2,2010,166582.6962,42.0385932,204414,396261.3479
Stk2,2011,97613.05115,50.6829942,85484,192595.2734
